0;0 0.778569889498 1.0 0.41719771966 0.53839709123 0.343816356191 0.00675927906488 0.921646339416 0.702075499355 0.452839259086 0.231058606084 0.323986725078 0.462895120039 0.228311381845 0.421121790062 0.420370565278 0.20043688757 0.657857353444 0.0 0.0137302788234 0.611453723289;1 -0.0709723044342
0;0 0.937706331938 0.371665753974 1.0 0.55934803012 0.683801359114 0.0 0.621497867221 0.366609755618 0.235258837795 0.359994538958 0.0269417305761 0.959792319175 0.287686356815 0.756815093838 0.95798473427 0.289446585816 0.352309280397 0.417424906888 0.827237604214 0.893594056129;1 -0.0374031059574
0;0 0.0 0.615303328566 0.756277230471 0.316771297392 0.961324761804 0.99021480808 0.403750890109 0.245184951419 0.955349996763 0.459038677322 0.437852120274 0.674787011372 0.990849777056 0.0967682175652 0.435289194714 1.0 0.477549635227 0.219186901322 0.411415391089 0.450067947443;1 -0.00513122968689
1;0 0.562358708333 0.728375284776 0.418617239218 0.974297762422 0.775516581495 0.868641863078 0.818879169206 0.346608609142 0.0 0.544809227532 0.708050924772 0.653064121369 0.377645253601 0.481456031778 1.0 0.792925640521 0.486096242206 0.73722338197 0.455037099757 0.911461067133;1 0.0206959800017
0;0 0.861678807235 1.0 0.672962830607 0.318239284197 0.466005003817 0.554551458254 0.708658105712 0.663119642848 0.460696736019 0.557037446592 0.0 0.660455816347 0.701904844315 0.639823124543 0.775669004878 0.310263350317 0.866607237442 0.888863135601 0.501192049482 0.430682823624;1 -0.0548203868182
1;0 0.600376663766 0.6341226624 0.410398579895 0.811026312166 0.37286520086 0.443902986609 0.549447541507 0.407252597571 1.0 0.50615276459 0.203237372399 0.0 0.57730219509 0.608394343089 0.404141389841 0.0705460607807 0.404810241545 0.101565405827 0.814139350138 0.403812556394;1 0.0309951186751
0;0 0.188781206163 0.212270508986 0.283207897509 0.0 0.259823034458 0.235894186546 0.331472043652 0.283409958532 0.212203487922 0.330790690558 0.30666244251 0.353341532188 0.235894186546 0.725713720276 0.371838680467 1.0 0.622650791156 0.235894186546 0.466873883156 0.00807861587368;1 -0.0227272750998
0;0 0.486798669049 0.641383099881 0.486018442697 0.367214458493 0.562418970853 0.0 0.983886709707 0.43835343368 0.394363643914 0.602442983835 0.517675870991 0.559746439664 0.473872769617 0.559102980101 0.428423750674 0.690789153577 0.602442983835 0.470933376399 0.646786825896 1.0;1 -0.0408314039982
1;0 0.680712633659 0.0 0.490830332328 0.714678354326 1.0 0.321141320023 0.599235912361 0.425527030389 0.465022051863 0.613226915615 0.58565851216 0.625156943658 0.54509626281 0.479320067382 0.782538955137 0.531626113401 0.583076023101 0.608284689141 0.39187129201 0.518747548357;1 0.0011668454392
0;0 0.562878778236 0.600771083069 0.449697297772 0.562878778236 0.830465625736 0.970766967728 0.421229322318 0.994897774088 0.597169445626 0.597034201313 0.596899996008 0.359551335217 0.840500978876 1.0 0.274801205146 0.0 0.492054656366 0.598583882947 0.633993822573 0.0338551495311;1 -0.0216919657474
1;0 1.0 0.0632192101964 0.593971807813 0.920016280798 0.480869215476 0.635534978001 0.506665114626 0.292365459135 0.497172539355 0.724901249484 0.791474142709 0.651074911594 0.591296361182 0.172327642476 0.385698417479 0.540847760342 0.0 0.704673034459 0.271198337859 0.678523238874;1 0.0195312840225
0;0 0.750678147926 0.745969651602 0.755027145176 0.622841817925 0.62636508004 0.886001816497 0.485640280262 1.0 0.650302069097 0.66807441939 0.391376798426 0.0 0.70799225502 0.885966465755 0.374441567406 0.825436579527 0.755432694369 0.534327325448 0.76145926837 0.932425900607;1 -0.0981661471849
1;0 0.219485912169 0.127146751619 0.559843279699 0.76926208314 0.365117331597 0.423826818514 0.216813571958 0.333494566416 0.0 1.0 0.0632307009888 0.685198148771 0.499220658305 0.0914671352748 0.237593012516 0.454278208629 0.313303503032 0.564980785058 0.783151971558 0.591589622986;1 0.0812255265363
0;0 0.306197936336 1.0 0.422551965561 0.548213956086 0.590214807828 0.325005715521 0.406604643678 0.692104853862 0.491869650677 0.321995999741 0.851510488105 0.436167178743 0.576478294614 0.618263844302 0.367196442541 0.252278971142 0.0 0.565586828534 0.474792213154 0.429113174581;1 -0.00416701325259
0;0 0.469271545387 0.677669592831 1.0 0.421046861615 0.0 0.897482581496 0.747647466714 0.450332994829 0.695494794813 0.48624118044 0.642500811189 0.504466631278 0.663560332784 0.452980814529 0.357578865231 0.843384243653 0.954167984708 0.646664604187 0.621865466831 0.576377867503;1 -0.0453653709312
1;0 0.600070729037 0.322658570148 0.268948418089 0.0 1.0 0.214697567251 0.514849285283 0.603559017967 0.653595854398 0.374201776777 0.494837253239 0.442925151441 0.391290734467 0.287188459971 0.214282053462 0.514983832605 0.0674203697503 0.442925151441 0.684790660679 0.49737454162;1 0.0411384717416
1;0 0.307490821396 0.459648464905 0.611010724509 0.308654476537 0.308270982642 0.307883683081 0.383371968148 0.231611284732 0.690071650419 0.158067694284 0.459648464905 0.383371968148 0.231611284732 0.0 0.540845539637 0.539168705259 1.0 0.309409461848 0.0860195836574 0.231611284732;1 0.0314301682795
0;0 1.0 0.292265271557 0.975709691145 0.746823574269 0.3635181794 0.0 0.848504435641 0.502666277947 0.281458074166 0.642660277097 0.97292513449 0.228964717423 0.62413917285 0.738808585749 0.554690487671 0.452336420168 0.71197150579 0.492260113396 0.61492231394 0.567785886818;1 -0.00570200827371
0;0 0.498619986844 0.23022275699 0.112328732396 0.19980908693 0.536374834306 0.820695467273 0.449647888739 0.631974919756 0.521432996015 1.0 0.634705370309 0.290344297902 0.668814464463 0.295972451469 0.325613441945 0.464610440367 0.584933283992 0.63310055047 0.0 0.675002393369;1 -0.0220959612076
0;0 0.924758332308 0.282249528235 0.281797496765 0.493487952283 0.915498796135 0.28402480584 0.802723563145 0.387414257426 1.0 0.287805789239 0.187384693979 0.891602657474 0.782636108293 0.29017650309 0.485039327228 0.387414257426 0.484652011761 0.0 0.485823028209 0.093368276706;1 -0.0283286075612
0;0 0.190394432232 1.0 0.534182825819 0.413454984947 0.216957558904 0.1370490816 0.11455123291 0.476637343697 0.0732192673615 0.293733468546 0.252632023171 0.911534988298 0.3743844334 0.433779153742 0.354328385109 0.0 0.495485263209 0.0758447858336 0.273912541313 0.334622162682;1 -0.0153649127909
1;0 0.32257683354 0.299841680095 0.0593438654769 0.244717067093 0.490891973267 0.554250110722 0.55408282292 0.302322939361 0.405036061639 0.900924646268 0.845458787326 0.370542269763 0.0 0.705662300349 0.850118070248 0.143354529121 1.0 0.552550657235 0.875687693155 0.590121697641;1 0.0164834986025
1;0 0.800078234782 0.370423223307 0.849890622403 0.65511472476 0.752220205727 0.605717350829 0.604421608245 0.901331502259 0.65368735971 1.0 0.556879876033 0.752220205727 0.505169203701 0.0 0.804719941307 0.804556924198 0.439175982929 0.911716414027 0.752220205727 0.752220205727;1 0.0282325803127
1;0 0.301312052984 0.375294141682 0.300956699497 0.300597941055 0.375294141682 0.0 0.298371100475 0.452601478493 0.606067134569 0.223706782608 0.375294141682 0.298749205253 0.298371100475 0.220678075123 1.0 0.750586735657 0.155449351913 0.449631583867 0.375294141682 0.597240562548;1 0.00471253826795
0;0 0.976971903147 0.688446742979 0.281731428681 0.321783495631 0.998017470569 0.994006462696 0.994460059537 0.000325050111124 0.148722304441 0.0 0.0116188379523 0.997195913319 1.0 0.876371287891 0.12730619831 0.995916155119 0.677006636547 0.946049692703 0.477687289638 0.636761012845;1 -0.13462163954
1;0 0.0791919306216 0.536182395792 0.0 0.305349304423 0.658482283918 0.538683313834 0.584520739216 0.377196789841 1.0 0.468789657293 0.204775421232 0.288315669915 0.560578409353 0.446037686704 0.719591236325 0.335129529365 0.355993001529 0.309189389993 0.237329094682 0.42147130157;1 0.00667851754426
0;0 0.589294629535 0.229571093762 0.408746034228 0.0476476661291 0.408746034228 0.408746034228 0.469865314473 0.46970894437 0.408746034228 0.469550219295 0.530041899652 0.650095282144 0.408746034228 0.94627556557 0.0583908103363 0.468022313825 1.0 0.120358586791 0.0 0.468168322055;1 -0.0100679531078
0;0 0.658385087514 1.0 0.498797856638 0.60589448659 0.999707335164 0.804165521699 0.195330154813 0.845944109704 0.819429436787 0.59671513716 0.408441539475 0.285776331747 0.221762083926 0.548369587118 0.434461238954 0.579691344096 0.0 0.56129119059 0.606310936158 0.138717505784;1 -0.0773419662673
1;0 0.526709798684 0.516631765737 0.397122950991 1.0 0.315512383607 0.409104876249 0.634233618106 0.49667715034 0.264404816717 0.0 0.517699877766 0.591063255005 0.766527812404 0.426132545037 0.791231097311 0.408152072281 0.466875298711 0.217617554853 0.434972438484 0.434545067257;1 0.0277136376228
1;0 1.0 0.420713992766 0.926233003535 0.255553797108 0.555088489418 0.0521890656488 0.38515265651 0.898385660888 0.115848768395 0.281415999355 0.348542529708 0.695583695088 0.556122100471 0.625193854779 0.246106530246 0.139073955335 0.909256426899 0.0 0.698656699174 0.486323135993;1 0.0250783449535
1;0 1.0 0.433694457847 0.657368620674 0.880005246758 0.545272215354 0.545272215354 0.875422049356 0.545272215354 0.436708691365 0.0 0.210539183951 0.771569274927 0.433175810035 0.545272215354 0.657892090874 0.769465025994 0.43420852439 0.545272215354 0.656849972862 0.43420852439;1 0.00323924228529
1;0 0.431036392216 0.320696662437 0.286395080243 0.307270334678 0.237539080599 0.455526738044 1.0 0.495856699394 0.0 0.623255521907 0.276747524344 0.375381125484 0.341582929557 0.623801715545 0.541430386111 0.332765854425 0.397950645943 0.321024556244 0.475508632835 0.397909881247;1 0.0484291403429
0;0 0.293920240074 0.0604367936988 0.519142774694 0.51908916722 0.4755413628 0.976905536725 0.393751621853 1.0 0.596530705998 0.359851618146 0.517224899163 0.0 0.181637750129 0.540890600048 0.735952752008 0.856690776098 0.37526740135 0.620971988914 0.74133112628 0.358653990831;1 -0.0154943885901
0;0 0.451141054282 0.499129839856 0.80035409134 0.747405910556 0.256985033706 0.649304757573 1.0 0.550513802822 0.598955324724 0.69624820073 0.406000734776 0.402710114631 0.0 0.598955324724 0.493645702996 0.6520966316 0.810543189274 0.495072351544 0.651370252049 0.546778152988;1 -0.00911369062391
0;0 0.148647915799 0.561050709967 0.203404951833 0.607627801688 0.927261692659 0.0514704039212 0.23864562123 0.136316658183 0.0 1.0 0.859565410631 0.370344701089 0.68497175656 0.659122910786 0.0138609298595 0.563598356009 0.613325297523 0.43971647616 0.0647875788637 0.53865854023;1 -0.152950983159
0;0 0.92862807659 0.51052302109 0.980181242336 1.0 0.679137398276 0.817480145093 0.218038112707 0.67879935383 0.368769577887 0.757826540735 0.744354442655 0.835942284323 0.769569560902 0.536839004112 0.0 0.783730931053 0.709442055976 0.372813344374 0.274647929346 0.785176917559;1 -0.0240866522683
0;0 0.331059728558 0.669409643645 0.600263176196 1.0 0.270550634104 0.465878384696 0.400155350854 0.465878384696 0.26809830091 0.0 0.465878384696 0.5339400855 0.669409643645 0.398687354621 0.533284981413 0.533072146121 0.599834774261 0.798645838083 0.793460682934 0.530386807658;1 -0.0428540214224
0;0 0.00169890795802 0.625510546283 0.373928521882 0.373928521882 0.373928521882 0.0 0.373928521882 0.626674739279 1.0 0.251520578606 0.496887838757 0.741152624801 0.1323607966 0.373928521882 0.252066763451 0.373928521882 0.741152624801 0.373928521882 0.97784810818 0.255757880628;1 -0.0217296835742
1;0 0.343593543714 0.343435399109 0.0 0.554140792234 0.179421479237 0.578405891896 0.57571048365 0.565422036284 0.434447487861 0.381505762181 0.117426827305 0.219546935378 0.373434617565 0.701636337696 0.404311892632 0.350926680175 0.312585530529 0.66592148999 0.532153709212 1.0;1 0.0580890429317
0;0 1.0 0.34273027843 0.450266683516 0.888568624724 0.125941701537 0.229154816908 0.336612415625 0.671875721528 0.447614088809 0.334800975208 0.899354036642 0.0 0.445302988365 0.674205901408 0.331088227462 0.214019569972 0.559517472754 0.792763861003 0.443869818516 0.675650961341;1 -0.0376411957048
1;0 0.718270248706 0.438838860704 0.972769581083 0.393793245102 0.0 0.159220493055 0.611075872915 0.927666019023 0.312665727676 0.411296952652 0.183808962809 0.364288697005 0.0922389121662 1.0 0.153954043289 0.363490802292 0.438945706216 0.239974051189 0.169071713911 0.300983484937;1 0.0204306283615
0;0 0.323123367463 0.424597802588 0.240165667776 0.952663465199 0.517547389142 0.190784057787 0.239366894969 0.307002312785 0.32985650359 0.399117098861 0.623201459301 0.470683146298 0.286348041763 0.542689709073 1.0 0.456291632419 0.516727042243 0.0 0.212112120665 0.416326954416;1 -0.0271873474691
0;0 0.615158389645 0.614905036636 0.210843809373 0.52006298184 0.498395395159 0.616948500419 0.702748643971 0.0 1.0 0.358261229711 0.442116137449 0.740543974675 0.75949778563 0.455618027827 0.497874733255 0.442974531796 0.254212798922 0.438030176061 0.206883558313 0.812316520355;1 -0.0886663866351
1;0 0.178072091397 0.670582594166 0.356960628945 0.250816645608 0.680455874809 0.672691658074 0.37279396649 0.440651013417 0.536127476232 0.0 0.0806751185243 0.448926772227 0.647302842217 0.778137806004 0.406374104137 1.0 0.299811791876 0.332554207902 0.219063272981 0.581342503415;1 0.0171912668629
1;0 0.482678057397 1.0 0.313476592115 0.135784855817 0.0 0.321589550855 0.483634638714 0.32175916049 0.0647428919039 0.29135615459 0.431033838825 0.360854606982 0.206345017706 0.745971159339 0.637629440402 0.240307910651 0.881916899578 0.598293837733 0.247653476237 0.92225058153;1 0.105949545233
0;0 0.989746947425 0.492569498171 0.368362808644 0.989746947425 0.739671982529 0.862570575427 0.248392859891 0.369020354543 0.988748037272 0.0 0.241495156778 0.238466714887 0.616121906212 0.489205754506 0.361601744502 1.0 0.362294266246 0.36090036221 0.744435226366 0.488160676237;1 -0.0110056419332
1;0 0.986836975866 0.323780355747 0.622710822764 1.0 0.353470999413 0.665965624284 0.248878049699 0.637438833385 0.814009705051 0.172031751711 0.577805660443 0.982972061884 0.461296559604 0.0 0.591832785619 0.483484621638 0.638319569864 0.685080681865 0.420810302671 0.701377602426;1 0.00498756711802
1;0 0.364615131972 0.110461519331 0.492857913562 0.109296380486 0.364615131972 0.493458187296 0.621106828929 0.491689986637 0.238116852357 1.0 0.613107268331 0.487766042127 0.24200594586 0.364615131972 0.364615131972 0.241469240362 0.859392917774 0.0 0.73406172866 0.607691143133;1 0.0129644798614
1;0 0.0 0.695447530246 0.661054814798 0.660984701478 0.89879492093 0.526589410091 0.862467009636 0.460991661633 0.593417979955 0.526194489571 0.289129074868 0.55801075378 0.626935728946 0.523124686217 0.90545312737 0.798214208643 1.0 0.626935728946 0.660124235343 0.527561272814;1 0.0136719459216
1;0 0.480721610352 0.176759968403 0.480426009876 0.346561414098 0.559300895152 0.177230109291 0.353273319468 0.538197670906 0.851556904125 0.705860875004 0.436152302797 0.580639676026 1.0 0.0141591655412 0.568867678798 0.842707607981 0.203613545649 0.0 0.354958558199 0.0655659357402;1 0.0402483285059
0;0 0.189748733237 0.353209272582 0.629335491975 0.600261928811 0.873846122697 0.549051150325 0.662018144964 0.671535770387 1.0 0.850138155844 0.902967724289 0.474662260247 0.284773327384 0.811405717089 0.571711726648 0.840496566446 0.576715554442 0.469249771555 0.0 0.605172831375;1 -0.00112507212095
1;0 0.465687235346 0.786670472947 0.789976234579 0.479790934751 0.380738151034 0.325192583961 0.434705867171 0.373712197757 0.578013899318 0.0 0.118959113641 0.643583214373 0.552712829386 0.589216239867 0.280461782979 1.0 0.556550732058 0.254160866855 0.187761732651 0.560997157148;1 0.0414464791156
1;0 0.38674978357 0.689567895253 0.720634207637 0.0545330871271 0.382683392485 0.175504507683 0.0491885956341 0.384532348294 0.21501225231 0.42704829343 0.0889372639951 0.0 0.343270411193 0.299503938032 0.125013050036 0.829892050106 0.852191415513 0.177017374884 1.0 0.495286460996;1 0.0807320229214
1;0 0.519918219023 0.516011612076 0.500974579725 0.205821753937 0.304575179444 0.349592904846 0.668197542101 0.446506594084 0.670536344601 0.280275574364 0.403731886555 0.783461278724 0.865878861718 1.0 0.447360472591 0.537766367552 0.667998733922 0.733358680065 0.0 0.779022663188;1 0.0233141887971
0;0 0.581135323785 0.755830388355 0.523374195206 0.755830388355 0.697186100658 0.812535241813 0.639248798841 0.696491916954 0.353888470111 0.639248798841 0.581311497023 0.0 0.639248798841 0.699373744264 0.579312446678 1.0 0.875291130098 0.639248798841 0.464376987801 0.69807804933;1 -0.0122774936628
0;0 0.848908913543 0.299445773229 0.678902649151 0.57935196955 0.461407379578 0.779441186891 0.114510242602 0.346374135254 0.411206864982 0.671985601998 0.553771911472 0.200871424714 0.559695285956 0.0 0.278064418266 1.0 0.57925465267 0.459519901353 0.578879768463 0.942923548002;1 -0.0107038911045
1;0 0.710110795816 0.562946096565 0.180827374159 0.515513044045 0.0318668621977 0.566166760972 0.269856777869 0.217791141508 0.365908044894 0.161933518259 0.26006705643 0.467028935314 0.25762055613 0.890855616091 0.622250433054 0.261865172146 0.0 1.0 0.415288908478 0.259461188868;1 0.00889172863853
1;0 0.495184756795 0.594341786242 0.0 0.495504219203 0.0959906846253 0.294615815378 0.597578052311 0.19449853414 0.496481562855 0.395384762638 0.496153709897 0.395384762638 0.495828032267 0.495504219203 0.495184756795 0.395384762638 0.196425563705 0.195145538745 1.0 0.593075124009;1 0.00948192973427
0;0 0.243440041097 0.175704995385 0.0611558582853 0.300757002827 0.0 0.835221381226 0.232183135983 0.09655655681 0.231527078923 0.519244748219 0.54708914174 1.0 0.276204064703 0.736942182618 0.118882709402 0.961910393052 0.209964003563 0.125237750206 0.237433826481 0.551927283304;1 -0.0671901680436
1;0 0.424066731227 0.167205749319 0.19195687782 0.55768624112 0.75797953643 0.358266308527 0.65351453186 0.359178415809 0.423463853347 0.194451279853 0.892164841604 0.327284056965 0.651655519901 1.0 0.0 0.456062677694 0.64686511293 0.268701860788 0.615064655121 0.800593882493;1 0.0262665444844
0;0 0.513326688542 1.0 0.400897269225 0.989283201762 0.156429421743 0.512458983177 0.873369008137 0.184997372214 0.0975340464654 0.202745394701 0.827732275991 0.512768170197 0.231991777122 0.7405160572 0.175842888506 0.0 0.659912275008 0.571528667946 0.0233065135331 0.366625232775;1 -0.0161455552198
0;0 0.717358669035 0.411527287494 0.488860269165 0.749227210512 0.337590408063 0.383756965405 0.316535795605 0.807785416107 0.300621864837 1.0 0.0 0.393651403546 0.516364877746 0.440718405686 0.280710948732 0.143935981987 0.509281288956 0.754043177255 0.335830198407 0.613842089993;1 -0.012822679689
0;0 0.2585001906 0.594127811345 0.454751526837 0.41512836624 0.554042869183 0.0 0.433648590204 0.679473029858 1.0 0.33797252101 0.513908091334 0.356691796288 0.41512836624 0.335365764806 0.47452390889 0.655167348823 0.593476887315 0.47452390889 0.67117495066 0.435717354127;1 -0.00934579832127
0;0 0.19023935379 0.0183496886135 0.067604958477 1.0 0.0148126564008 0.355125657071 0.180002732815 0.0 0.775338424043 0.354041106946 0.769694990049 0.238317455121 0.530972186463 0.354768142393 0.413262003184 0.354588051044 0.47211719011 0.88265209572 0.585052379902 0.413262003184;1 -0.00297796531329
1;0 0.448594292283 0.30677159837 0.0 0.387554111733 0.623116762384 0.481216802421 0.356687996829 0.439192963845 0.305450650777 0.31498325807 0.450316501165 1.0 0.484110730166 0.20624316222 0.368033949414 0.485385252856 0.493891290501 0.330298662253 0.253010826304 0.495038369081;1 0.098108764056
0;0 0.827212020256 0.743437047445 0.607040237606 0.37162588668 1.0 0.406617819797 0.281495639709 0.708830583902 0.871799925304 0.566477380974 0.0 0.66473162125 0.434800530598 0.191920770904 0.548405164049 0.0662844241427 0.596635490113 0.324293420505 0.50622120358 0.278873469613;1 -0.0942387673697
0;0 0.792152476037 0.851453474992 0.564400620841 0.486621974117 0.486327221155 0.517428208531 0.737681864886 0.0988841457327 0.484576243492 0.548829751612 0.0 0.397242984978 0.634024567495 0.447252210021 0.327037840873 1.0 0.699838617808 0.615184643938 0.71388600327 0.532529319347;1 -4.8639016148e-09
0;0 1.0 0.473621326096 0.485658405224 0.191162030649 0.472034243957 0.319524773246 0.0 0.511270681314 0.261458429994 0.188750945631 0.385174760617 0.901874343568 0.273651293252 0.760292052668 0.555881671183 0.609902072643 0.496998525686 0.53524810063 0.522421769505 0.282025942566;1 -0.078310052617
0;0 0.878019018198 0.601145450097 1.0 0.320174612356 0.712891955915 0.879229658372 0.240439685101 0.0833013830231 0.316266641152 0.859941818771 0.303169569968 0.286606300227 0.746420210938 0.0 0.192612874628 0.752758389503 0.456014894834 0.115896650837 0.574808704432 0.664837621084;1 -0.0404438066091
0;0 0.648156589469 0.101683597742 0.628036310033 0.308284867522 0.526035273096 0.759905349701 0.153581006027 0.586572203885 0.392158188247 1.0 0.267512840274 0.173832350269 0.529404548599 0.283904450093 0.557510799255 0.0211778979593 0.0 0.647592738986 0.626721407397 0.356307059429;1 -0.0198932548862
0;0 0.612889804881 0.330845304085 0.480201927659 0.161660710951 0.309481605673 0.544755131728 0.689904203281 0.227455528934 0.434877241349 0.0 0.457413212226 0.435525433154 0.101977152495 0.394129258155 0.898256665531 0.371496477237 1.0 0.135863012115 0.390028565662 0.350504944766;1 -0.0668229236033
1;0 0.466123792653 0.442969227691 0.744399835285 0.534583896982 0.534408852117 0.421617104899 0.398567335773 0.260843191691 0.0 1.0 0.838605284113 0.330912553363 0.443335031018 0.443154555719 0.373645684237 0.652576960814 0.282040835945 0.231386780519 0.441244775806 0.36883004403;1 0.0273684802597
1;0 0.398957220364 0.0 0.655501709484 0.029532655138 0.174775619884 0.5366420308 0.773548909138 0.616861812639 0.252964940756 0.75772674555 0.226146687454 0.438229311341 0.282570520123 0.0565573429358 0.668723829686 1.0 0.311268966284 0.487774326768 0.40559074702 0.0970231077728;1 0.00147373198703
1;0 0.229947118378 1.0 0.0 0.496126161477 0.122305363344 0.406670718867 0.295425918304 0.308760676888 0.778212257089 0.416897072247 0.262543012425 0.59156012761 0.224057558943 0.683697221542 0.772648853684 0.591306511528 0.690781773969 0.0101491599258 0.421477490923 0.0406066310546;1 0.00872982133527
0;0 0.307100236863 0.12338728658 0.161521192902 0.287751908892 0.668437784145 0.331006936362 0.0965922373023 0.270119319852 0.261723593522 0.314851440574 0.314570663374 0.300457600103 0.47944733804 0.280602897075 0.358632265434 0.520325968485 0.152585824546 1.0 0.0 0.161243204549;1 -0.0484076349837
0;0 0.0 0.375682447592 0.227058494875 0.543785334918 0.201122084756 0.531837680384 0.550792277539 0.99439816978 1.0 0.345066387541 0.0657355369221 0.753291610724 0.603039113009 0.406774213352 0.879591118346 0.305606185593 0.431895862701 0.742560596164 0.586158493788 0.673089919837;1 -0.150788323287
0;0 0.394153895104 0.436962771118 0.351499212346 0.130865128739 0.450464248525 0.375280462624 0.713295663899 0.424623528155 0.619000591853 0.221502950364 0.363930014507 0.546089209587 1.0 0.229549591043 0.0824078400484 0.430012727062 0.406199881629 0.483289389368 0.0 0.363630861791;1 -0.00165198741596
0;0 0.168953787013 0.360606082937 0.45019283878 0.801562968959 0.44639345456 0.482479017799 0.576493402989 0.0 0.504407770306 0.628292463469 0.450342843233 0.545577435334 1.0 0.634858499338 0.652344447194 0.693723131748 0.411605723351 0.495444598335 0.333420492457 0.615861765589;1 -0.034587995132
0;0 0.976692080962 1.0 0.450726453527 0.477269671061 0.0 0.339096374183 0.589245485717 0.112301577456 0.953683377413 0.100807956254 0.7123838245 0.450141172151 0.630895612002 0.79072481603 0.147115274876 0.651813528708 0.882803048723 0.972275799273 0.436285584562 0.732232777742;1 -0.000761139511352
